"","chromosome_name","start_position","end_position","hgnc_symbol"
"9971","CHR_HG2030_PATCH",133351906,133356824,"SURF1"
"9972","9",133351758,133356676,"SURF1"
"9973","1",149903318,149917844,"SV2A"
"9974","15",91099950,91302565,"SV2B"
"9975","11",22813799,22830299,"SVIP"
"9976","X",16719612,16765340,"SYAP1"
"9977","1",114854863,114995370,"SYCP1"
"9978","6",152121687,152637801,"SYNE1"
"9979","CHR_HSCHR6_MHC_SSTO_CTG1",33560260,33593877,"SYNGAP1"
"9980","6",33419661,33453689,"SYNGAP1"
"9981","22",39349925,39385575,"SYNGR1"
"9982","17",78168581,78173527,"SYNGR2"
"9983","19",48364367,48376377,"SYNGR4"
"9984","6",157981863,158099176,"SYNJ2"
"9985","5",150601080,150659207,"SYNPO"
"9986","4",118850688,119061247,"SYNPO2"
"9987","11",45240302,45286341,"SYT13"
"9988","16",19167971,19268332,"SYT17"
"9989","19",50621307,50639881,"SYT3"
"9990","11",61513714,61581148,"SYT7"
"9991","1",27342020,27353937,"SYTL1"
"9992","11",85694224,85811159,"SYTL2"
"9993","X",38006553,38128819,"SYTL5"
"9994","6",132643312,132659182,"TAAR1"
"9995","22",39399778,39437060,"TAB1"
"9996","7",97732084,97740472,"TAC1"
"9997","6",34877462,34889192,"TAF11"
"9998","18",26226445,26391685,"TAF4B"
"9999","10",103367966,103389065,"TAF5"
"10000","11",117199370,117207464,"TAGLN"
"10001","3",111998739,112013887,"TAGLN3"
"10002","17",29390363,29551903,"TAOK1"
"10003","12",118149801,118372907,"TAOK3"
"10004","CHR_HSCHR6_MHC_APD_CTG1",32884481,32893250,"TAP1"
"10005","CHR_HSCHR6_MHC_COX_CTG1",32767527,32776296,"TAP1"
"10006","CHR_HSCHR6_MHC_MANN_CTG1",32998969,33007738,"TAP1"
"10007","CHR_HSCHR6_MHC_SSTO_CTG1",32935926,32944695,"TAP1"
"10008","CHR_HSCHR6_MHC_MCF_CTG1",32878685,32887454,"TAP1"
"10009","CHR_HSCHR6_MHC_DBB_CTG1",32823186,32831955,"TAP1"
"10010","CHR_HSCHR6_MHC_QBL_CTG1",32773904,32782673,"TAP1"
"10011","6",32845209,32853816,"TAP1"
"10012","CHR_HSCHR19LRC_LRC_J_CTG3_1",54069947,54081380,"TARM1"
"10013","CHR_HSCHR19LRC_LRC_T_CTG3_1",54069947,54081380,"TARM1"
"10014","CHR_HSCHR19LRC_COX2_CTG3_1",54069947,54081380,"TARM1"
"10015","CHR_HSCHR19LRC_PGF2_CTG3_1",54069947,54081380,"TARM1"
"10016","CHR_HSCHR19LRC_LRC_S_CTG3_1",54069947,54081380,"TARM1"
"10017","CHR_HSCHR19LRC_LRC_I_CTG3_1",54069947,54081380,"TARM1"
"10018","CHR_HSCHR19LRC_COX1_CTG3_1",54069947,54081380,"TARM1"
"10019","CHR_HSCHR19LRC_PGF1_CTG3_1",54069947,54081380,"TARM1"
"10020","CHR_HSCHR19_4_CTG3_1",54069895,54081380,"TARM1"
"10021","19",54069895,54081365,"TARM1"
"10022","7",27739331,27844564,"TAX1BP1"
"10023","10",70771238,70785401,"TBATA"
"10024","4",37891084,38139175,"TBC1D1"
"10025","22",30291990,30326947,"TBC1D10A"
"10026","16",30357102,30370494,"TBC1D10B"
"10027","19",49877666,49888750,"TBC1D17"
"10028","15",73873564,73889214,"TBC1D21"
"10029","X",48539714,48562609,"TBC1D25"
"10030","8",123041968,123152153,"TBC1D31"
"10031","6",121079494,121334745,"TBC1D32"
"10032","4",140620782,140756385,"TBC1D9"
"10033","5",77691166,77868780,"TBCA"
"10034","6",42744498,42746103,"TBCC"
"10035","CHR_HSCHR1_5_CTG32_1",235328570,235452743,"TBCE"
"10036","1",235367360,235452443,"TBCE"
"10037","1",235328570,235448952,"TBCE"
"10038","11",124622836,124635926,"TBRG1"
"10039","1",168280877,168314426,"TBX19"
"10040","7",35202430,35254100,"TBX20"
"10041","19",3594507,3606875,"TBXA2R"
"10042","CHR_HSCHR14_1_CTG1",91783410,91840185,"TC2N"
"10043","14",91779746,91867536,"TC2N"
"10044","7",143851375,143902198,"TCAF1"
"10045","8",53966552,54022456,"TCEA1"
"10046","CHR_HSCHR1_4_CTG3",23388373,23432212,"TCEA3"
"10047","1",23380909,23424748,"TCEA3"
"10048","X",103273691,103276750,"TCEAL5"
"10049","X",102140476,102142970,"TCEAL6"
"10050","5",146447311,146511961,"TCERG1"
"10051","15",56918623,57299281,"TCF12"
"10052","CHR_HSCHR22_3_CTG1",42160013,42215442,"TCF20"
"10053","CHR_HSCHR22_1_CTG1",42147859,42203293,"TCF20"
"10054","CHR_HSCHR22_4_CTG1",42147866,42343616,"TCF20"
"10055","CHR_HSCHR22_5_CTG1",42173715,42343616,"TCF20"
"10056","CHR_HSCHR22_6_CTG1",42157475,42343616,"TCF20"
"10057","CHR_HSCHR22_7_CTG1",42187414,42343616,"TCF20"
"10058","CHR_HSCHR22_8_CTG1",42173689,42343616,"TCF20"
"10059","22",42160013,42343616,"TCF20"
"10060","16",89873570,89913627,"TCF25"
"10061","12",106301929,106347003,"TCP11L2"
"10062","6",24649979,24666930,"TDP2"
"10063","10",114179270,114232666,"TDRD1"
"10064","19",32719753,32829580,"TDRD12"
"10065","1",151770107,151791416,"TDRKH"
"10066","17",6789133,6831761,"TEKT1"
"10067","4",182143987,182803024,"TENM3"
"10068","14",20365667,20413501,"TEP1"
"10069","16",75647773,75761872,"TERF2IP"
"10070","7",116210506,116258783,"TES"
"10071","10",68560337,68694487,"TET1"
"10072","X",107980864,107982370,"TEX13B"
"10073","8",30831544,30913008,"TEX15"
"10074","17",64147227,64263260,"TEX2"
"10075","13",111316184,111344249,"TEX29"
"10076","22",36991120,37007851,"TEX33"
"10077","10",125576522,125683163,"TEX36"
"10078","6",50713526,50773033,"TFAP2D"
"10079","12",51093656,51173135,"TFCP2"
"10080","13",113584721,113641473,"TFDP1"
"10081","21",42346357,42350997,"TFF2"
"10082","22",26491225,26512505,"TFIP11"
"10083","8",132866958,133134903,"TG"
"10084","2",70447284,70554193,"TGFA"
"10085","5",136028988,136063818,"TGFBI"
"10086","19",7914830,7919097,"TGFBR3L"
"10087","20",2380901,2432753,"TGM6"
"10088","2",85318027,85328251,"TGOLN2"
"10089","8",55773446,55826445,"TGS1"
"10090","11",2163929,2171815,"TH"
"10091","1",6624868,6635586,"THAP3"
"10092","2",241584405,241637158,"THAP4"
"10093","CHR_HSCHR6_1_CTG8",127708072,127918597,"THEMIS"
"10094","6",127708072,127918631,"THEMIS"
"10095","2",88170295,88186636,"THNSL2"
"10096","18",214520,268050,"THOC1"
"10097","3",184371935,184381968,"THPO"
"10098","17",40058290,40093867,"THRA"
"10099","16",20702816,20742084,"THUMPD1"
"10100","11",119415476,119424985,"THY1"
"10101","3",114276913,114310288,"TIGIT"
"10102","5",156919292,156963226,"TIMD4"
"10103","19",7926718,7943667,"TIMM44"
"10104","CHR_HG1_PATCH",24239642,24242673,"TINF2"
"10105","14",24238286,24242663,"TINF2"
"10106","15",66336191,66386746,"TIPIN"
"10107","19",3708362,3750813,"TJP3"
"10108","16",66508003,66552544,"TK2"
"10109","11",61333220,61353295,"TKFC"
"10110","X",154295795,154330350,"TKTL1"
"10111","4",163471095,163473754,"TKTL2"
"10112","9",81583683,81689547,"TLE1"
"10113","10",96364608,96513926,"TLL2"
"10114","15",62390526,62844631,"TLN2"
"10115","X",12867072,12890361,"TLR7"
"10116","3",52221080,52225645,"TLR9"
"10117","3",149474697,149503394,"TM4SF4"
"10118","15",81331088,81374213,"TMC3"
"10119","5",140639435,140645408,"TMCO6"
"10120","17",55719627,55732121,"TMEM100"
"10121","17",74776499,74839753,"TMEM104"
"10122","3",133038391,133397775,"TMEM108"
"10123","17",21197954,21214176,"TMEM11"
"10124","22",17116297,17121367,"TMEM121B"
"10125","1",43269983,43274002,"TMEM125"
"10126","2",97756333,97995948,"TMEM131"
"10127","11",67461710,67469272,"TMEM134"
"10128","11",87037844,87328824,"TMEM135"
"10129","4",82483170,82562357,"TMEM150C"
"10130","19",47045909,47048624,"TMEM160"
"10131","2",134455759,134719000,"TMEM163"
"10132","7",112762377,112790423,"TMEM168"
"10133","2",62500218,62511894,"TMEM17"
"10134","7",150800403,150805118,"TMEM176A"
"10135","2",119679167,119686507,"TMEM177"
"10136","11",62787402,62790400,"TMEM179B"
"10137","2",663877,677406,"TMEM18"
"10138","15",72398302,72408367,"TMEM202"
"10139","3",190428655,190449901,"TMEM207"
"10140","16",67227103,67229278,"TMEM208"
"10141","11",125094389,125111763,"TMEM218"
"10142","14",67447084,67533739,"TMEM229B"
"10143","2",201620184,201643570,"TMEM237"
"10144","17",10794908,10804099,"TMEM238L"
"10145","CHR_HSCHR14_7_CTG1",93184951,93187089,"TMEM251"
"10146","14",93184951,93188463,"TMEM251"
"10147","14",21098811,21103724,"TMEM253"
"10148","X",120258650,120311556,"TMEM255A"
"10149","CHR_HSCHR13_1_CTG5",113760262,113760337,"TMEM255B"
"10150","13",113759226,113816995,"TMEM255B"
"10151","CHR_HG2046_PATCH",7402975,7404097,"TMEM256"
"10152","17",7402975,7404097,"TMEM256"
"10153","12",106955719,106978778,"TMEM263"
"10154","9",114611206,114646422,"TMEM268"
"10155","1",42784991,42816619,"TMEM269"
"10156","3",194587673,194633689,"TMEM44"
"10157","1",25338317,25362361,"TMEM50A"
"10158","1",44635238,44674481,"TMEM53"
"10159","19",18607430,18621039,"TMEM59L"
"10160","8",124306189,124372701,"TMEM65"
"10161","1",156282935,156293185,"TMEM79"
"10162","1",205083129,205084460,"TMEM81"
"10163","11",18693122,18704785,"TMEM86A"
"10164","3",48620759,48621769,"TMEM89"
"10165","1",201134772,201171574,"TMEM9"
"10166","12",50842920,50887884,"TMPRSS12"
"10167","21",41464300,41531116,"TMPRSS2"
"10168","22",37065436,37109713,"TMPRSS6"
"10169","3",112034736,112081269,"TMPRSS7"
"10170","14",51240162,51257655,"TMX1"
"10171","15",51056598,51105276,"TNFAIP8L3"
"10172","18",62325287,62391288,"TNFRSF11A"
"10173","8",118923557,118951885,"TNFRSF11B"
"10174","1",1203508,1206592,"TNFRSF18"
"10175","3",172505508,172523475,"TNFSF10"
"10176","17",7548508,7557890,"TNFSF12"
"10177","1",173183731,173207331,"TNFSF4"
"10178","19",6531026,6535924,"TNFSF9"
"10179","4",121131408,121227466,"TNIP3"
"10180","CHR_HG2046_PATCH",7380534,7389774,"TNK1"
"10181","17",7380534,7389774,"TNK1"
"10182","3",52451100,52454041,"TNNC1"
"10183","20",45823214,45833745,"TNNC2"
"10184","19",55151767,55157773,"TNNI3"
"10185","1",201359008,201377764,"TNNT2"
"10186","CHR_HG28_PATCH",1898024,1917031,"TNNT3"
"10187","11",1919703,1938706,"TNNT3"
"10188","CHR_HSCHR6_MHC_APD_CTG1",32140675,32153125,"TNXB"
"10189","CHR_HSCHR6_MHC_MANN_CTG1",32104206,32137613,"TNXB"
"10190","CHR_HSCHR6_MHC_DBB_CTG1",32016970,32093383,"TNXB"
"10191","CHR_HSCHR6_MHC_QBL_CTG1",31998796,32043729,"TNXB"
"10192","CHR_HSCHR6_MHC_MCF_CTG1",32117595,32194037,"TNXB"
"10193","CHR_HSCHR6_MHC_COX_CTG1",31989596,32066062,"TNXB"
"10194","CHR_HSCHR6_MHC_SSTO_CTG1",32033807,32060653,"TNXB"
"10195","6",32041153,32115334,"TNXB"
"10196","22",41433494,41446801,"TOB2"
"10197","2",28956611,29052230,"TOGARAM2"
"10198","20",44942130,44960397,"TOMM34"
"10199","9",37582646,37592604,"TOMM5"
"10200","3",44241886,44332098,"TOPAZ1"
"10201","9",129812942,129824244,"TOR1A"
"10202","14",21476597,21499175,"TOX4"
"10203","1",154155308,154194648,"TPM3"
"10204","9",137191617,137204193,"TPRN"
"10205","7",66205317,66420543,"TPST1"
"10206","7",23504780,23532041,"TRA2A"
"10207","3",185914558,185938103,"TRA2B"
"10208","1",47760528,47997385,"TRABD2B"
"10209","2",238320441,238400897,"TRAF3IP1"
"10210","6",111555381,111606906,"TRAF3IP2"
"10211","2",201377207,201451500,"TRAK2"
"10212","8",70573218,70608416,"TRAM1"
"10213","17",7930345,7932123,"TRAPPC1"
"10214","CHR_HSCHR2_1_CTG1",3401777,3486461,"TRAPPC12"
"10215","2",3379675,3485094,"TRAPPC12"
"10216","X",13712244,13734635,"TRAPPC2"
"10217","1",36136570,36156053,"TRAPPC3"
"10218","CHR_HG2217_PATCH",119018763,119025454,"TRAPPC4"
"10219","11",119018763,119025454,"TRAPPC4"
"10220","19",7680833,7687703,"TRAPPC5"
"10221","8",139727725,140458579,"TRAPPC9"
"10222","3",108822770,108855005,"TRAT1"
"10223","12",120443964,120446384,"TRIAP1"
"10224","7",28953358,28958330,"TRIL"
"10225","1",228393673,228406835,"TRIM11"
"10226","13",49995888,50020481,"TRIM13"
"10227","4",153152163,153339319,"TRIM2"
"10228","17",56836387,56914080,"TRIM25"
"10229","9",116687305,116701300,"TRIM32"
"10230","CHR_HSCHR6_MHC_APD_CTG1",30128631,30141238,"TRIM40"
"10231","CHR_HSCHR6_MHC_QBL_CTG1",30125643,30138271,"TRIM40"
"10232","CHR_HSCHR6_MHC_MCF_CTG1",30214604,30227224,"TRIM40"
"10233","CHR_HSCHR6_MHC_COX_CTG1",30126032,30138662,"TRIM40"
"10234","CHR_HSCHR6_MHC_DBB_CTG1",30126433,30139059,"TRIM40"
"10235","CHR_HSCHR6_MHC_MANN_CTG1",30181237,30193864,"TRIM40"
"10236","CHR_HSCHR6_MHC_SSTO_CTG1",30126512,30139132,"TRIM40"
"10237","6",30136124,30148735,"TRIM40"
"10238","5",181222499,181235808,"TRIM41"
"10239","3",140678064,140701150,"TRIM42"
"10240","14",50975262,51096061,"TRIM9"
"10241","5",892884,919357,"TRIP13"
"10242","15",64387748,64455303,"TRIP4"
"10243","8",92883532,93017673,"TRIQK"
"10244","1",185118101,185157072,"TRMT1L"
"10245","CHR_HG76_PATCH",12806341,12822192,"TRMT9B"
"10246","8",12945642,13031503,"TRMT9B"
"10247","22",46330875,46357340,"TRMU"
"10248","1",28553085,28578545,"TRNAU1AP"
"10249","X",54920462,54931431,"TRO"
"10250","12",49323236,49331731,"TROAP"
"10251","8",72019917,72075584,"TRPA1"
"10252","X",111876051,111903990,"TRPC5OS"
"10253","CHR_HSCHR15_4_CTG8",31152534,31312750,"TRPM1"
"10254","15",31001061,31161273,"TRPM1"
"10255","21",44350163,44443081,"TRPM2"
"10256","11",64223799,64226254,"TRPT1"
"10257","17",3510502,3557812,"TRPV3"
"10258","CHR_HSCHR7_2_CTG6",142969288,142994995,"TRPV5"
"10259","7",142908101,142933746,"TRPV5"
"10260","16",2047967,2089491,"TSC2"
"10261","17",81637171,81648754,"TSPAN10"
"10262","7",16753755,16784536,"TSPAN13"
"10263","10",80454265,80533124,"TSPAN14"
"10264","15",77041404,77083984,"TSPAN3"
"10265","12",57738013,57750219,"TSPAN31"
"10266","7",129144707,129169699,"TSPAN33"
"10267","6",116267760,116279930,"TSPYL1"
"10268","X",53082367,53088540,"TSPYL2"
"10269","6",116249964,116254075,"TSPYL4"
"10270","22",19131308,19132622,"TSSK2"
"10271","1",32351521,32364312,"TSSK3"
"10272","6",43243481,43288258,"TTBK1"
"10273","1",54779712,54801323,"TTC22"
"10274","CHR_HSCHR1_1_CTG3",2635571,2801699,"TTC34"
"10275","1",2636986,2801693,"TTC34"
"10276","22",46267961,46294008,"TTC38"
"10277","9",121815674,122093606,"TTLL11"
"10278","14",75633625,75955079,"TTLL5"
"10279","CHR_HSCHR19LRC_PGF1_CTG3_1",54345546,54367221,"TTYH1"
"10280","CHR_HSCHR19LRC_COX1_CTG3_1",54347370,54369057,"TTYH1"
"10281","CHR_HSCHR19_4_CTG3_1",54423352,54444827,"TTYH1"
"10282","19",54415219,54436904,"TTYH1"
"10283","17",74213571,74262020,"TTYH2"
"10284","12",49127782,49131397,"TUBA1B"
"10285","12",49188736,49274600,"TUBA1C"
"10286","2",219249710,219277902,"TUBA4A"
"10287","6",3223324,3231730,"TUBB2B"
"10288","16",89921392,89938761,"TUBB3"
"10289","9",137241287,137243707,"TUBB4B"
"10290","17",42609641,42615238,"TUBG1"
"10291","17",42659284,42667006,"TUBG2"
"10292","CHR_HSCHR13_1_CTG1",112468853,112488558,"TUBGCP3"
"10293","13",112485011,112588205,"TUBGCP3"
"10294","14",95866587,95925663,"TUNAR"
"10295","8",15417215,15766649,"TUSC3"
"10296","17",18781111,18806714,"TVP23B"
"10297","3",52228612,52246788,"TWF2"
"10298","18",9334767,9402420,"TWSG1"
"10299","22",36467046,36481640,"TXN2"
"10300","16",11679083,11742857,"TXNDC11"
"10301","16",72044289,72094431,"TXNL4B"
"10302","11",89177875,89295759,"TYR"
"10303","15",41557675,41583589,"TYRO3"
"10304","X",47190861,47215128,"UBA1"
"10305","3",69054730,69080408,"UBA3"
"10306","17",76265348,76271298,"UBALD2"
"10307","20",45812576,45816957,"UBE2C"
"10308","2",237966827,238042782,"UBE2F"
"10309","17",76389456,76453152,"UBE2O"
"10310","5",6448859,6496723,"UBE2QL1"
"10311","9",33817160,33920399,"UBE2R2"
"10312","8",48008415,48064708,"UBE2V2"
"10313","16",23557721,23574389,"UBFD1"
"10314","1",110112443,110113947,"UBL4B"
"10315","CHR_HG2198_PATCH",74447821,74463026,"UBL7"
"10316","15",74445977,74461182,"UBL7"
"10317","20",3107573,3160196,"UBOX5"
"10318","X",56563627,56567868,"UBQLN2"
"10319","11",90085950,90087131,"UBTFL1"
"10320","19",4444999,4457794,"UBXN6"
"10321","9",131523801,131531264,"UCK1"
"10322","1",165827614,165911618,"UCK2"
"10323","4",39498755,39528311,"UGDH"
"10324","5",36035021,36071358,"UGT3A2"
"10325","6",34792083,34877514,"UHRF1BP1"
"10326","6",149963943,149973715,"ULBP1"
"10327","3",41246599,41962130,"ULK4"
"10328","21",42062959,42143453,"UMODL1"
"10329","3",124730433,124749273,"UMPS"
"10330","9",35161992,35405338,"UNC13B"
"10331","15",90930180,90954093,"UNC45A"
"10332","17",35147817,35189345,"UNC45B"
"10333","22",45284949,45295874,"UPK3A"
"10334","2",157876702,158136154,"UPP2"
"10335","19",1597169,1605473,"UQCR11"
"10336","3",48599002,48610976,"UQCRC1"
"10337","1",46303698,46316776,"UQCRH"
"10338","19",29923644,30016612,"URI1"
"10339","3",126481166,126517773,"UROC1"
"10340","19",17215346,17219829,"USE1"
"10341","19",35268962,35279821,"USF2"
"10342","19",17249171,17282786,"USHBP1"
"10343","3",49108046,49120938,"USP19"
"10344","1",161159450,161165723,"USP21"
"10345","17",20999596,21043760,"USP22"
"10346","1",55066359,55215378,"USP24"
"10347","21",15729982,15880064,"USP25"
"10348","15",63504511,63594640,"USP3"
"10349","4",143184917,143223874,"USP38"
"10350","4",52590960,52659301,"USP46"
"10351","6",41789896,41895375,"USP49"
"10352","12",6852148,6866632,"USP5"
"10353","10",11460510,11611666,"USP6NL"
"10354","15",50424380,50514421,"USP8"
"10355","6",148747030,149076990,"UST"
"10356","1",38009258,38024820,"UTP11"
"10357","4",70688532,70690551,"UTP3"
"10358","CHR_HSCHR16_2_CTG3_1",69142116,69169025,"UTP4"
"10359","16",69131291,69231130,"UTP4"
"10360","3",191267168,191330526,"UTS2B"
"10361","19",45506579,45526989,"VASP"
"10362","8",66628487,66667231,"VCPIP1"
"10363","5",133971871,134004975,"VDAC1"
"10364","10",75210154,75231448,"VDAC2"
"10365","6",43770184,43786487,"VEGFA"
"10366","2",218419121,218453295,"VIL1"
"10367","6",152750797,152759765,"VIP"
"10368","22",22244780,22245515,"VPREB1"
"10369","CHR_HG2217_PATCH",119067691,119081977,"VPS11"
"10370","11",119067818,119081972,"VPS11"
"10371","20",2840703,2866732,"VPS16"
"10372","12",122229564,122266494,"VPS33A"
"10373","7",73667831,73672112,"VPS37D"
"10374","15",42158701,42208307,"VPS39"
"10375","1",150067279,150145329,"VPS45"
"10376","2",57907629,58159920,"VRK2"
"10377","19",49976468,50025946,"VRK3"
"10378","12",118063593,118136026,"VSIG10"
"10379","19",51331536,51342139,"VSIG10L"
"10380","1",159854316,159862657,"VSIG8"
"10381","2",17539126,17657018,"VSNL1"
"10382","7",54542325,54571080,"VSTM2A"
"10383","6",142147162,142224685,"VTA1"
"10384","10",114239254,114294489,"VWA2"
"10385","CHR_HSCHR6_MHC_MCF_CTG1",31841886,31853590,"VWA7"
"10386","CHR_HSCHR6_MHC_APD_CTG1",31832609,31844312,"VWA7"
"10387","CHR_HSCHR6_MHC_SSTO_CTG1",31756347,31768050,"VWA7"
"10388","CHR_HSCHR6_MHC_COX_CTG1",31752967,31764655,"VWA7"
"10389","CHR_HSCHR6_MHC_DBB_CTG1",31747771,31759475,"VWA7"
"10390","6",31765590,31777328,"VWA7"
"10391","13",41566835,41961120,"VWA8"
"10392","10",86435256,86521792,"WAPL"
"10393","17",75845699,75856507,"WBP2"
"10394","22",41998725,42058456,"WBP2NL"
"10395","13",41061509,41084006,"WBP4"
"10396","2",223855716,223945357,"WDFY1"
"10397","14",54938949,55027105,"WDHD1"
"10398","4",176065841,176182818,"WDR17"
"10399","19",984332,998438,"WDR18"
"10400","14",102139503,102224847,"WDR20"
"10401","9",113313222,113340298,"WDR31"
"10402","2",127701027,127811187,"WDR33"
"10403","10",1049538,1160991,"WDR37"
"10404","9",124853417,124857890,"WDR38"
"10405","9",134135365,134159968,"WDR5"
"10406","2",189441446,189475552,"WDR75"
"10407","19",12666802,12675832,"WDR83"
"10408","2",159235798,159286703,"WDSUB1"
"10409","CHR_HSCHR7_1_CTG6",141714361,141737279,"WEE2"
"10410","7",141708353,141731271,"WEE2"
"10411","16",84294846,84329844,"WFDC1"
"10412","20",45551153,45579326,"WFDC8"
"10413","16",629239,634117,"WFIKKN1"
"10414","17",50834650,50842353,"WFIKKN2"
"10415","12",752579,911452,"WNK1"
"10416","9",93184122,93320572,"WNK2"
"10417","17",42780610,42797066,"WNK4"
"10418","2",218880852,218899581,"WNT10A"
"10419","1",22117313,22143969,"WNT4"
"10420","22",45920366,45977162,"WNT7B"
"10421","11",32387775,32435564,"WT1"
"10422","3",149517235,149736714,"WWTR1"
"10423","1",168576605,168582069,"XCL1"
"10424","8",10896045,11201833,"XKR6"
"10425","10",109864766,109923553,"XPNPEP1"
"10426","X",129738949,129769536,"XPNPEP2"
"10427","6",43522334,43576038,"XPO5"
"10428","1",180632022,180890279,"XPR1"
"10429","7",152644776,152676193,"XRCC2"
"10430","3",38346760,38421348,"XYLB"
"10431","CHR_HG2263_PATCH",17108698,17259501,"XYLT1"
"10432","16",17101769,17470960,"XYLT1"
"10433","11",102110447,102233424,"YAP1"
"10434","CHR_HG2087_PATCH",7288263,7294639,"YBX2"
"10435","17",7288263,7294639,"YBX2"
"10436","12",69359710,69390870,"YEATS4"
"10437","4",44622088,44678556,"YIPF7"
"10438","19",4247080,4269088,"YJU2"
"10439","5",113513694,113595285,"YTHDC2"
"10440","7",76326799,76358991,"YWHAG"
"10441","22",31944522,31957603,"YWHAH"
"10442","2",9583967,9630997,"YWHAQ"
"10443","4",48490252,48494389,"ZAR1"
"10444","1",203795623,203854124,"ZBED6"
"10445","8",80485619,80526265,"ZBTB10"
"10446","6",109460632,109483239,"ZBTB24"
"10447","3",141324213,141449792,"ZBTB38"
"10448","9",122908056,122913323,"ZBTB6"
"10449","18",48026672,48410752,"ZBTB7C"
"10450","CHR_HSCHR6_MHC_SSTO_CTG1",33594767,33597736,"ZBTB9"
"10451","6",33453970,33457544,"ZBTB9"
"10452","6",143864436,143938343,"ZC2HC1B"
"10453","12",56118260,56127514,"ZC3H10"
"10454","6",149446795,149485014,"ZC3H12D"
"10455","X",74304180,74305034,"ZCCHC13"
"10456","10",79382325,79445624,"ZCCHC24"
"10457","4",25312774,25370383,"ZCCHC4"
"10458","9",37120574,37358149,"ZCCHC7"
"10459","12",122471599,122501073,"ZCCHC8"
"10460","12",42312086,42326257,"ZCRB1"
"10461","5",795605,858973,"ZDHHC11"
"10462","X",75368427,75523502,"ZDHHC15"
"10463","13",21348784,21459370,"ZDHHC20"
"10464","3",44915257,44976185,"ZDHHC3"
"10465","22",20129456,20148007,"ZDHHC8"
"10466","9",128729786,128772414,"ZER1"
"10467","20",49278178,49299600,"ZFAS1"
"10468","19",36334453,36379201,"ZFP14"
"10469","20",52051663,52204308,"ZFP64"
"10470","16",68530090,68576072,"ZFP90"
"10471","X",153411472,153426481,"ZFP92"
"10472","16",88453280,88537031,"ZFPM1"
"10473","8",104590733,105804539,"ZFPM2"
"10474","5",32354350,32444740,"ZFR"
"10475","5",80408013,80483379,"ZFYVE16"
"10476","14",67727374,67816590,"ZFYVE26"
"10477","3",147393422,147510293,"ZIC1"
"10478","13",99962964,99971767,"ZIC5"
"10479","16",25236001,25257845,"ZKSCAN2"
"10480","7",99504662,99534700,"ZKSCAN5"
"10481","6",28141883,28159460,"ZKSCAN8"
"10482","8",40530590,40897833,"ZMAT4"
"10483","13",19958677,20091829,"ZMYM2"
"10484","13",19823482,19863649,"ZMYM5"
"10485","3",50341110,50345732,"ZMYND10"
"10486","1",85649417,85708433,"ZNHIT6"
"10487","7",49850421,50121329,"ZPBP"
"10488","11",116773799,116788039,"ZPR1"
"10489","10",124942123,124988189,"ZRANB1"
"10490","15",84600986,84627796,"ZSCAN2"
"10491","1",33472645,33501643,"ZSCAN20"
"10492","15",43358172,43371043,"ZSCAN29"
"10493","10",73785606,73801797,"ZSWIM8"
"10494","19",48170680,48197620,"ZSWIM9"
"10495","6",116635618,116668794,"ZUP1"
"10496","15",66504959,66550130,"ZWILCH"
"10497","X",57592011,57597477,"ZXDB"
"10498","1",52842511,52894998,"ZYG11A"
"10499","1",77562416,77683419,"ZZZ3"
"10500","10",50799409,50885675,"A1CF"
"10501","12",53307456,53324864,"AAAS"
"10502","2",69457997,69674349,"AAK1"
"10503","9",104781006,104928155,"ABCA1"
"10504","X",75051048,75156732,"ABCB7"
"10505","12",122920951,122981649,"ABCB9"
"10506","CHR_HSCHR16_1_CTG1",16233991,16308660,"ABCC6"
"10507","16",16149565,16223522,"ABCC6"
"10508","X",153724856,153744755,"ABCD1"
"10509","4",145098288,145129524,"ABCE1"
"10510","CHR_HSCHR6_MHC_SSTO_CTG1",30563598,30589402,"ABCF1"
"10511","CHR_HSCHR6_MHC_COX_CTG1",30561217,30587022,"ABCF1"
"10512","CHR_HSCHR6_MHC_DBB_CTG1",30561610,30587416,"ABCF1"
"10513","CHR_HSCHR6_MHC_MANN_CTG1",30616012,30641816,"ABCF1"
"10514","CHR_HSCHR6_MHC_MCF_CTG1",30649829,30675633,"ABCF1"
"10515","CHR_HSCHR6_MHC_QBL_CTG1",30560870,30586674,"ABCF1"
"10516","6",30571393,30597179,"ABCF1"
"10517","3",184186095,184194012,"ABCF3"
"10518","21",42199689,42297244,"ABCG1"
"10519","4",88090150,88231628,"ABCG2"
"10520","3",51971426,51981196,"ABHD14A"
"10521","3",43690108,43734371,"ABHD5"
"10522","9",130713043,130887675,"ABL1"
"10523","10",124801819,124836667,"ABRAXAS2"
"10524","CHR_HSCHR17_7_CTG4",37086456,37411442,"ACACA"
"10525","17",37084992,37406836,"ACACA"
"10526","11",134253548,134265855,"ACAD8"
"10527","2",210187126,210225447,"ACADL"
"10528","X",15494566,15607236,"ACE2"
"10529","7",100889994,100896974,"ACHE"
"10530","1",159203307,159206500,"ACKR1"
"10531","17",41866917,41930542,"ACLY"
"10532","2",134838616,134902034,"ACMSD"
"10533","14",73537143,73543796,"ACOT1"
"10534","1",54542257,54639192,"ACOT11"
"10535","1",6264269,6393767,"ACOT7"
"10536","11",125671522,125680874,"ACRV1"
"10537","19",6135247,6193094,"ACSBG2"
